Date,Open,High,Low,Close,Volume,returns,log_returns,vol_4,vol_13,vol_26,mom_4,mom_13,mom_26,mom_52,sma_4,sma_13,sma_26,sma_52,trend_13_52,price_vs_sma_52,sma13_slope,high_13,low_13,breakout_13,breakdown_13,high_26,breakout_26,range_position_13,tr,atr_4,atr_13,atr_pct,cummax,drawdown,vol_rel_4,umap_1,umap_2,cluster,cluster_prob,fwd_ret_1,fwd_dd_1,fwd_ret_4,fwd_dd_4,fwd_ret_12,fwd_dd_12,fwd_ret_24,fwd_dd_24,meta_state,pred_prob_bull,feat_rsi,feat_bb,feat_sma,feat_mom,feat_bull,feat_conf,rsi14,mom63,trade_score,signature,signal
2003-03-28,22.329065275570798,22.582134119731407,21.89041214674135,22.00007438659668,341344000,-0.04011792168236039,-0.04094483715089421,0.04937286850842695,0.039707456931388156,0.04269415377089892,0.036566027891113295,0.050765615555635524,0.22383882861614368,-0.2767611616189991,21.829256534576416,21.380380337054913,21.232433099013107,21.976389848268948,-0.027120446776247142,0.0010777265279355852,0.01163652197862941,23.172614917491572,19.671838674386713,-0.050600268250684755,0.11835374164802381,24.286121044667066,-0.09412975640967469,0.6650627033920457,1.0291473320184146,1.5205184047799287,1.3016786772354219,0.05916701254557831,99.17115020751953,-0.7781605402321072,0.863412878028804,1.4240607,7.09779,-1,0.0,-0.0011501273367651166,-0.0011501273367651166,0.033358721213763154,-0.021856407477648387,0.1648771606610675,-0.021856407477648387,0.29677958276889727,-0.021856407477648387,anomaly,0.9027663,0,0,0,0,1,1,53.22585505615152,-0.3615667132791578,3,000011,0
2003-04-04,21.595171655332734,22.64961989649178,21.266181622951702,21.97477149963379,374152500,-0.0011501273367651166,-0.0011507892407751068,0.045103040395929765,0.0386735275192647,0.04133111670139888,0.0615319693530576,0.014408318333656522,0.28009833142133345,-0.24207139579116443,22.14769983291626,21.404389748206505,21.417367715101975,21.84142017364502,-0.020009249488540992,0.006105432931036159,0.010662488053587937,23.172614917491572,19.671838674386713,-0.0516921988356871,0.11706749243758074,24.286121044667066,-0.09517162254039002,0.6578349101239876,1.3834382735400794,1.5458260267001789,1.3153058427265683,0.05985526824469997,99.17115020751953,-0.7784156838591595,0.9139215718124679,1.3450075,7.1301184,-1,0.0,-0.02073012242137451,-0.02073012242137451,0.08560451949547576,-0.02073012242137451,0.14510538872603318,-0.02073012242137451,0.3274465157824651,-0.02073012242137451,anomaly,,0,0,1,0,0,0,55.437704016108576,-0.32495469077346417,2,001000,1
2003-04-11,22.868937405242754,22.94485801791913,21.342094525189534,21.51923179626465,339542400,-0.02073012242137451,-0.020948007863939085,0.04167697504220813,0.035528649477090335,0.03822936421499925,-0.008165512235916883,-0.058672194461803384,0.14806432951756943,-0.2389623049989622,22.10340929031372,21.301214658297024,21.524110280550442,21.711479040292595,-0.018896196856703962,-0.008854636004814287,0.00012183987595038026,23.172614917491572,19.671838674386713,-0.07135073564696781,0.09391054656641185,24.286121044667066,-0.11392882557546147,0.5277095688467858,1.602763492729597,1.4319438013750458,1.3049239554093952,0.06063989494438675,99.17115020751953,-0.7830091538594157,0.8650553508966472,1.6201451,7.2719946,-1,0.0,0.05135347259307177,0.05135347259307177,0.1136814162037354,0.05135347259307177,0.19874635213199476,0.05135347259307177,0.2771472952042031,0.05135347259307177,anomaly,0.93252355,0,0,1,0,1,1,49.2265053786227,-0.34303418340068015,5,001011,0
2003-04-18,21.595169388130945,22.759288787247947,21.502377131180072,22.624319076538086,258023400,0.05135347259307177,0.05007835561165374,0.03936733058678325,0.033309428897258124,0.03703059117737706,-0.012881591485006005,0.059660929128336315,0.12641820052415764,-0.22170594730334547,22.0295991897583,21.399198678823616,21.621769244854267,21.58754066320566,-0.00872456882979078,0.04802670343544668,0.0008801687094448507,23.09670657090334,19.671838674386713,-0.02045259106163455,0.15008665183878245,24.286121044667066,-0.06842599380413994,0.862071324022246,1.2569116560678744,1.3180651885889914,1.25885333598922,0.055641601045782564,99.17115020751953,-0.7718659203891877,0.7860202825105861,0.6745994,7.0225463,11,0.9777196284876002,0.004846539594503652,0.004846539594503652,0.07009677145498783,0.004846539594503652,0.18717339623403428,0.004846539594503652,0.2747938547213338,0.004846539594503652,bull,0.80659026,0,0,1,0,1,0,48.713283466672934,-0.29680117741465806,5,001010,0
2003-04-25,22.72553363912024,23.40882269528356,22.455594378352874,22.73396873474121,329475700,0.004846539594503652,0.004834832930785445,0.030535593103792905,0.032502629941080156,0.03644645702043104,0.033358721213763154,0.08581781278596434,0.09109261430310589,-0.1317654751116093,22.213072776794434,21.53741279015174,21.694769345797024,21.521191340226395,0.0007537431208570755,0.05635270721504848,0.0062147551745259655,23.40882269528356,19.671838674386713,-0.028829043191408332,0.15566059233402907,24.286121044667066,-0.06391108349790131,0.8194121364264249,0.9532283169306872,1.2990854348170595,1.2543122296036737,0.05517348265227796,99.17115020751953,-0.7707602595394982,1.0128411289938317,0.47957155,7.0099545,11,0.9355779952389135,0.04935093090134712,0.04935093090134712,0.042671845560760424,0.042671845560760424,0.16066820889112288,0.042671845560760424,0.2990724084533902,0.042671845560760424,bull,0.45397016,0,0,1,0,0,0,58.893715657909,-0.25490704143857246,2,001000,1
2003-05-02,22.818329226951565,23.864347059937312,22.73397439630293,23.855911254882812,350798800,0.04935093090134712,0.048171811982781934,0.03524806162596804,0.03375469978861278,0.03736500876478304,0.08560451949547576,0.15711968476794413,0.11999978508671982,-0.04909222036325778,22.68335771560669,21.78658808194674,21.793076515197754,21.497506691859318,0.013447205493690717,0.10970595785029236,0.02278618526857845,23.864347059937312,19.671838674386713,-0.00035348987480410266,0.2126935183717158,24.286121044667066,-0.017714224062089223,0.9979878859435144,1.1303783251961015,1.235820447731065,1.2478236969399714,0.052306687579774074,99.17115020751953,-0.7594470649481893,1.0980990347541864,-0.717848,6.3995156,-1,0.0,0.004596650550299675,0.004596650550299675,0.05339452712992854,-0.006364968233124713,0.12446911292607687,-0.006364968233124713,0.2238332637210323,-0.006364968233124713,anomaly,0.74788713,0,0,1,0,1,0,67.1968179684004,-0.20961407589971448,5,001010,0
2003-05-09,23.898093212213812,24.378911089498327,23.417246267419877,23.96556854248047,366989100,0.004596650550299675,0.00458611821546759,0.026357722299115035,0.03193852053800973,0.03728295520124748,0.1136814162037354,0.1931962460763681,0.13322653617716096,-0.03890419936615164,23.294941902160645,22.08507904639611,21.90144135401799,21.478850878202,0.028224422788341474,0.11577517244193625,0.032051684638604305,24.378911089498327,19.671838674386713,-0.01695492245328023,0.21826784670028387,24.378911089498327,-0.01695492245328023,0.9121869156525272,0.9616648220784505,1.0755457800682784,1.2432807008509938,0.05187778869703012,99.17115020751953,-0.7583413271669072,1.1246234736115506,-0.99148566,6.4356503,13,1.0,0.010208072354168651,0.010208072354168651,0.060542258329977505,-0.010911462602846367,0.10735670751604087,-0.010911462602846367,0.20380171366811894,-0.010911462602846367,bull,0.75947505,0,0,1,0,1,0,70.23442475251017,-0.15572092963250306,5,001010,0
2003-05-16,23.923393439399074,24.454831497714924,23.763116379027743,24.2102108001709,327425300,0.010208072354168651,0.010156321867412403,0.021556217902857416,0.03165265142028413,0.035933448193912414,0.07009677145498783,0.17190756228970394,0.08547681499405835,-0.12845434080188012,23.691414833068848,22.35826404278095,21.974766511183518,21.41023037983821,0.04427947042716052,0.13077768761280595,0.03811280679936413,24.454831497714924,19.857427682592004,-0.010002959847295712,0.21920176103145317,24.454831497714924,-0.010002959847295712,0.9467915572829695,0.6917151186871813,0.9342466457231051,1.2127820133943852,0.050093822949522776,99.17115020751953,-0.7558744579496146,0.952725522116313,-1.003129,6.4308567,13,1.0,-0.020906123733300253,-0.020906123733300253,0.043902276847076926,-0.020906123733300253,0.04773506094599411,-0.020906123733300253,0.22578336316444747,-0.020906123733300253,bull,,0,0,1,0,0,0,75.81839388104228,-0.19697784944363117,2,001000,1
2003-05-23,24.058359434020232,24.19332906153232,23.121999687485047,23.704069137573242,327125000,-0.020906123733300253,-0.021127751093003664,0.029041831123271085,0.03259110859464264,0.03505022154505716,0.042671845560760424,0.11640880578682511,0.013708578091985224,-0.10051192488969696,23.933939933776855,22.548390315129208,21.987095539386456,21.359292397132286,0.05567122243041012,0.10977782863049179,0.03496656889628946,24.454831497714924,19.857427682592004,-0.030699960464329212,0.19371297815947197,24.454831497714924,-0.030699960464329212,0.8366986259349053,1.0882111126858511,0.9679923446618961,1.2393879012226339,0.05228587100507921,99.17115020751953,-0.7609781767381789,0.9534821664222419,-0.88101786,6.598987,12,0.7109845573369201,0.06014229918684455,0.06014229918684455,0.0811386027038341,0.06014229918684455,0.10925235997897942,0.06014229918684455,0.26797148222780964,0.06014229918684455,stress,,0,0,1,0,0,0,69.22257295293886,-0.27333814977359494,2,001000,1
2003-05-30,23.560660017838643,25.197171180344768,23.535352607504475,25.12968635559082,353142200,0.06014229918684455,0.05840314362987819,0.033908658799124164,0.03534667607944542,0.03690904311281714,0.05339452712992854,0.1840223223806059,0.07467534268386422,-0.008322442602656688,24.252383708953857,22.84882794893705,22.05425599905161,21.355236713702862,0.06994028000053998,0.17674585828711664,0.03458212220732659,25.197171180344768,19.857427682592004,-0.0026782698847793718,0.2655056212351581,25.197171180344768,-0.0026782698847793718,0.9873617853025434,1.6618185728402928,1.100852406572944,1.293246408451987,0.05146289492643298,99.17115020751953,-0.7466028547313814,1.0275607093308006,-0.8866622,6.4943724,13,1.0,0.011413267342649247,0.011413267342649247,0.0013427507285852514,0.0013427507285852514,0.0889557367394922,0.0013427507285852514,0.17623385099557942,0.0013427507285852514,bull,,0,0,1,0,0,0,72.21152324285026,-0.1998387311492662,2,001000,1
2003-06-06,25.374314211888034,26.54687031808161,24.724771871191585,25.4164981842041,517581700,0.011413267342649247,0.011348627377440319,0.033479945669438176,0.03345593561650686,0.03557729357480619,0.060542258329977505,0.22779094071518435,0.13827017262363173,0.0646643728949301,24.615116119384766,23.211558708777794,22.17300378359281,21.38492360481849,0.0854169571850949,0.18852415158860847,0.03816462066840809,26.54687031808161,19.857427682592004,-0.04258024092232027,0.27994917521394025,26.54687031808161,-0.04258024092232027,0.8310214773529073,1.822098446890024,1.3159608127758373,1.3347764593005211,0.05251614323998657,99.17115020751953,-0.7437107653685666,1.3573472887694553,-1.1917562,6.4845824,13,1.0,-0.00564216226478953,-0.00564216226478953,0.014935276665567265,-0.00995687612495233,0.10819758862006967,-0.00995687612495233,0.13607700686612545,-0.00995687612495233,bull,,0,0,1,0,0,0,73.15931101914211,-0.17857112696064292,2,001000,1
2003-06-13,25.306821379396094,25.939508577374912,24.910348423679395,25.273094177246094,414744200,-0.00564216226478953,-0.005658139387655557,0.03516553711747192,0.03252399248478723,0.03354102637433149,0.043902276847076926,0.16485228909767335,0.19648555765960407,0.0847211703912194,24.880836963653564,23.486689494206356,22.332631477942833,21.422883840707634,0.09633650020437923,0.17972418490279596,0.041612690128376206,26.54687031808161,21.266181622951702,-0.04798215855855226,0.1884171133933088,26.54687031808161,-0.04798215855855226,0.7587859814553639,1.0291601536955177,1.4003220715279214,1.2556124408132434,0.049681785380426356,99.17115020751953,-0.7451567908170758,1.0287634245737503,-1.3538959,6.5471296,-1,0.0,0.014018465885506703,0.014018465885506703,0.0627503513106793,-0.0043391963098416975,0.13284328449448246,-0.0043391963098416975,0.1809077928331111,-0.0043391963098416975,anomaly,,0,0,1,0,0,0,76.36173241955481,-0.1691626603689539,2,001000,1
2003-06-20,25.450236261204147,26.35283905587031,25.30683082218649,25.627384185791016,369978300,0.014018465885506703,0.013921115935626774,0.028156907011084146,0.029741793543428062,0.03355822289863279,0.0811386027038341,0.1181447099600963,0.19984236817087253,0.17660704349603384,25.361665725708008,23.69498370243953,22.496801669781025,21.49685756976788,0.1022533700815409,0.19214560093806954,0.037032785900155796,26.54687031808161,21.266181622951702,-0.03463632892591162,0.20507689815516517,26.54687031808161,-0.03463632892591162,0.8258776107861489,1.079744878624215,1.3982055130125124,1.2069446539987914,0.04709589731237479,99.17115020751953,-0.7415842799829919,0.8939662437877783,-1.4022017,6.633451,-1,0.0,-0.018103873660049397,-0.018103873660049397,0.02962497385779983,-0.018103873660049397,0.11323290262895647,-0.018103873660049397,0.1533907456983521,-0.018103873660049397,anomaly,,0,0,1,0,0,0,74.4746544227546,-0.11608967011175209,2,001000,1
2003-06-27,25.58521083381448,25.787664323638463,24.859739400440564,25.163429260253906,425408500,-0.018103873660049397,-0.018269753880413606,0.015117913214567333,0.02723105587992104,0.03350622987727299,0.0013427507285852514,0.14378837171498238,0.20185349247047157,0.1429115470686526,25.37010145187378,23.938318692720852,22.659349514887882,21.5573667379526,0.1104472537722565,0.16727750500030658,0.03131026197168829,26.54687031808161,21.266181622951702,-0.05211315086303836,0.18326033824031995,26.54687031808161,-0.05211315086303836,0.7380188195710957,0.9279249231978994,1.214732100601914,1.1991583148587517,0.04765480501311656,99.17115020751953,-0.7462626055299506,0.9849056501118502,-1.6189814,6.8519096,15,1.0,0.025142493483608197,0.025142493483608197,0.06604052608967081,0.025142493483608197,0.15923523620764035,0.00804570100063029,0.18136049706796475,0.00804570100063029,neutral,,0,0,1,0,0,0,65.42915254379554,-0.11008355763566557,2,001000,1
2003-07-04,25.4417973667781,26.23475281274484,24.68260319162897,25.796100616455078,309918400,0.025142493483608197,0.02483162096104873,0.019397952079875564,0.02725213346798519,0.0332505095782416,0.014935276665567265,0.1738961935001222,0.1908100635467398,0.16097224895234596,25.465002059936523,24.23226708632249,22.8183284172645,21.626149544349083,0.12050770002440814,0.1928198574394675,0.0317446863807711,26.54687031808161,21.342094525189534,-0.028280911935414377,0.20869582814416798,26.54687031808161,-0.028280911935414377,0.8557536901682061,1.5521496211158698,1.1472448941583755,1.2121361108261202,0.04698912168348849,99.17115020751953,-0.7398830147429396,0.8155482315245807,-1.6848598,6.7246327,15,0.9159727456391887,0.04120347935234392,0.04120347935234392,0.02877692522344133,0.022890830077904045,0.06540244559057107,-0.01667747907403594,0.15958166852575006,-0.01667747907403594,neutral,,0,0,1,0,0,0,77.17381835777762,-0.11259421224430444,2,001000,1
2003-07-11,26.125084968560266,27.407299796408093,26.116649165039586,26.858989715576172,430674300,0.04120347935234392,0.04037723580801058,0.025066876059539795,0.02630959976384364,0.032543627889981275,0.0627503513106793,0.24813887270076296,0.1749078260463277,0.2838713200779448,25.861475944519043,24.6430176955003,22.972116176898663,21.7403548680819,0.13351496997318768,0.2354439418562202,0.040009902727351054,27.407299796408093,21.502377131180072,-0.020005986905130335,0.24911722791005309,27.407299796408093,-0.020005986905130335,0.9071435627665839,1.6111991799530152,1.2927546507227499,1.2127850098433062,0.04515378361904592,99.17115020751953,-0.7291652899117064,1.1215626250220136,-1.6236745,6.777073,15,0.9962325093845993,-0.01758796396438367,-0.01758796396438367,-0.05559043892398763,-0.05559043892398763,0.0738059484530651,-0.05559043892398763,0.1263821518854844,-0.05559043892398763,neutral,,0,0,1,1,0,0,80.44151265039545,0.025773477863934913,4,001100,0
2003-07-18,27.280765154266913,27.626625064525445,26.08291222711447,26.386594772338867,436501700,-0.01758796396438367,-0.017744469999391166,0.03017747176196346,0.025863662952678234,0.02944921304508392,0.02962497385779983,0.1662934333215953,0.23587558318983914,0.30387684033375195,26.051278591156006,24.932423518254208,23.165811098538914,21.858615728525017,0.1406222529324188,0.20714848094909022,0.041527763010175134,27.626625064525445,22.455594378352874,-0.04488533395919092,0.17505661741803924,27.626625064525445,-0.04488533395919092,0.7601966866098008,1.5437128374109754,1.40874664041944,1.234846639177391,0.04679825683577343,99.17115020751953,-0.7339287210330436,1.0895498535447268,-2.7578871,7.9387794,10,0.4964831523875232,0.016623615069203623,0.016623615069203623,-0.003516942643851162,-0.03868282712919269,0.11924527483568781,-0.03868282712919269,0.16285821163893033,-0.03868282712919269,neutral,,0,0,1,1,0,0,80.2728554779882,0.05178200820157586,4,001100,0
2003-07-25,26.352846303094402,27.010820207161732,25.821403563773075,26.82523536682129,437556500,0.016623615069203623,0.016486955221030233,0.02481171468218671,0.02579054385040844,0.02892401007558783,0.06604052608967081,0.17996271041879086,0.2812245293959297,0.402734545373304,26.46673011779785,25.24713633610652,23.39227456312913,22.00672545799842,0.14724638994077877,0.21895624217330178,0.04188090392734467,27.626625064525445,22.73397439630293,-0.029007875403977534,0.17996241656644485,27.626625064525445,-0.029007875403977534,0.8362054125570141,1.1894166433886575,1.4741195704671295,1.2530149719818502,0.046710306726018065,99.17115020751953,-0.7295056545105262,1.0839655804236075,-3.0415184,7.914145,10,0.661212577932362,-0.010691510734136878,-0.010691510734136878,0.02012585333104755,-0.05440208291308635,0.08836538918920733,-0.05440208291308635,0.18694177656963107,-0.05440208291308635,neutral,,0,0,1,1,0,0,78.48964485637015,0.07577756882199549,4,001100,0
2003-08-01,26.875855392250624,27.272324821853392,26.352845787465633,26.538433074951172,352447700,-0.010691510734136878,-0.010749075606321348,0.026953359154130073,0.02407953306806103,0.02877631757715968,0.02877692522344133,0.11244683933502242,0.28723413605243686,0.41393254499143084,26.652313232421875,25.45348416841947,23.620036125183105,22.15613310153668,0.14882340035473507,0.19779173348216395,0.03288828028018487,27.626625064525445,23.121999687485047,-0.03938924812685818,0.14775683044902443,27.626625064525445,-0.03938924812685818,0.7584278605895457,0.9194790343877592,1.3159519237851018,1.2367919496119777,0.04660380460741476,99.17115020751953,-0.7323976477088503,0.8507166571263645,-3.0861201,8.147591,10,1.0,-0.04418295471353506,-0.04418295471353506,0.061347590468213475,-0.04418295471353506,0.08709479564937839,-0.04418295471353506,0.22648033439075022,-0.04418295471353506,neutral,,0,0,1,0,0,0,75.19559528191515,-0.04464044781343923,2,001000,1
